Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	½Å±¾Ãû(²ÎÊı1)	¼¼ÄÜID£¨²ÎÊı1£©	²ÎÊı2(ÊÍ·¨ÀàĞÍ)	²ÎÊı3(ÊÇ·ñ¹ã²¥)	²ÎÊı4(ÊÇ·ñÓĞµÈ¼¶¸ÅÄî)	²ÎÊı5(ÊÇ·ñ¿É·Å¿ì½İÀ¸)
§å phæ Hoµng Kim - CËp Phong Tam Thanh Phï 	6	1	360	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng (lo¹i t¨ng Sinh lùc)<enter>Vâ L©m MËt TŞch<enter>Phï Dung Th¹ch cÊp 7 trë lªn (lo¹i t¨ng phßng L«i)<enter>Khæng T­íc Th¹ch cÊp 8 trë lªn (lo¹i t¨ng phßng B¨ng)<enter>Phï Dung Th¹ch cÊp 8 trë lªn (lo¹i t¨ng Phßng thñ)<enter>Chu Sa Kho¸ng cÊp 6 trë lªn (lo¹i t¨ng tÊt c¶ kh¸ng tİnh) 		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - CËp Phong HuyÒn Ti Tam §o¹n CÈm	6	1	361	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - CËp Phong Thóy Ngäc HuyÒn Hoµng Béi	6	1	362	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - CËp Phong Thanh Tïng Ph¸p Giíi	6	1	363	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	6	1	364	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng cÊp 8 trë lªn (lo¹i hót Néi lùc)<enter>MËt Ng©n Kho¸ng cÊp 7 trë lªn (lo¹i t¨ng s¸t th­¬ng vËt lı hÖ Ngo¹i c«ng)<enter>Chu Sa Kho¸ng cÊp 7 trë lªn (lo¹i t¨ng tèc ®é xuÊt chiªu hÖ ngo¹i c«ng)<enter>Khæng T­íc Th¹ch cÊp 8 trë lªn (lo¹i t¨ng s¸t th­¬ng VËt lı hÖ Ngo¹i c«ng)<enter>Phï Dung Th¹ch cÊp 7 trë lªn (lo¹i t¨ng B¨ng s¸t hÖ Ngo¹i c«ng)<enter>Vâ L©m MËt TŞch.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - S­¬ng Tinh Ng¹o S­¬ng §¹o Bµo	6	1	365	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - S­¬ng Tinh Thanh Phong Lò §¸i	6	1	366	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ 	6	1	367	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - S­¬ng Tinh Phong B¹o ChØ Hoµn	6	1	368	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - L«i Khung Hµn Tïng B¨ng B¸ch Quan	6	1	369	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - L«i Khung Thiªn §Şa Hé Phï 	6	1	370	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng (lo¹i t¨ng Sinh lùc)<enter>MËt Ng©n Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng Néi lùc)<enter>Phï Dung Th¹ch cÊp 8 trë lªn (lo¹i t¨ng phßng §éc)<enter>Khæng T­íc Th¹ch cÊp 8 trë lªn (lo¹i t¨ng Phßng thñ)<enter>MËt Ng©n Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng tÊt c¶ kh¸ng tİnh)<enter>Ngù Phong ThuËt		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - L«i Khung Phong L«i Thanh CÈm §¸i	6	1	371	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - L«i Khung Linh Ngäc ¤n L«i	6	1	372	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - L«i Khung Cöu Thiªn DÉn L«i Giíi	6	1	373	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - Vô ¶o B¾c Minh §¹o Qu¸n	6	1	374	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng (lo¹i t¨ng Sinh lùc)<enter>Ngù T©m ThuËt<enter>Chu Sa Kho¸ng cÊp 7 trë lªn (lo¹i t¨ng Néi lùc)<enter>Vâ L©m MËt TŞch<enter>Phï Dung Th¹ch cÊp 7 trë lªn (lo¹i t¨ng phßng §éc) 		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - Vô ¶o Ki B¸n Phï Chó 	6	1	375	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - Vô ¶o Thóc T©m ChØ Hoµn	6	1	376	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - Vô ¶o Thanh ¶nh HuyÒn Ngäc Béi	6	1	377	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - Vô ¶o Tung Phong TuyÕt ¶nh ngoa	6	1	378	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - ®éng S¸t B¹ch Kim §iªu Long Giíi	6	1	379	\spr\item\script\item_huangjintupu.spr	38	1	1	.		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - ®éng S¸t B¹ch Ngäc Cµn Kh«n Béi	6	1	380	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã: <color=yellow><enter>Khæng T­íc Th¹ch: CÊp 7 trë lªn (lo¹i t¨ng th©n ph¸p)<enter>Phï Dung Th¹ch: cÊp 7 trë lªn (lo¹i t¨ng søc m¹nh)<enter>Chu Sa Kho¸ng: cÊp 7 trë lªn (lo¹i t¨ng thÓ lùc)<enter>HuyÒn ThiÕt Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng Néi lùc)<enter>MËt Ng©n Kho¸ng (lo¹i t¨ng Sinh lùc)<enter>Phï Dung Th¹ch: cÊp 7 trë lªn (lo¹i t¨ng may m¾n) .		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - ®éng S¸t B¹ch Kim Tó Phông Giíi	6	1	381	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>Khæng T­íc Th¹ch: cÊp 7 trë lªn (lo¹i t¨ng th©n ph¸p)<enter>Phï Dung Th¹ch: cÊp 7 trë lªn (lo¹i t¨ng søc m¹nh)<enter>Chu Sa Kho¸ng: cÊp 7 trë lªn (lo¹i t¨ng thÓ lùc)<enter>HuyÒn ThiÕt Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng Néi lùc)<enter>MËt Ng©n Kho¸ng (lo¹i t¨ng Sinh lùc)<enter>Phï Dung Th¹ch: cÊp 8 trë lªn (lo¹i t¨ng may m¾n) .		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - ®éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn	6	1	382	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>Khæng T­íc Th¹ch: cÊp 7 trë lªn (lo¹i t¨ng th©n ph¸p)<enter>Phï Dung Th¹ch: cÊp 7 trë lªn (lo¹i t¨ng søc m¹nh)<enter>Chu Sa Kho¸ng: cÊp 7 trë lªn (lo¹i t¨ng thÓ lùc)<enter>HuyÒn ThiÕt Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng Néi lùc)<enter>MËt Ng©n Kho¸ng (lo¹i t¨ng Sinh lùc)<enter>Phï Dung Th¹ch: cÊp 8 trë lªn (lo¹i t¨ng may m¾n) .		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - §Şnh Quèc Thanh Sa Tr­êng Sam	6	1	383	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng cÊp 7 trë lªn (lo¹i t¨ng Sinh lùc)<enter>MËt Ng©n Kho¸ng cÊp 7 trë lªn (lo¹i gi¶m thêi gian bŞ th­¬ng ) 		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - §Şnh Quèc ¤ Sa Ph¸t Qu¸n	6	1	384	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng (lo¹i t¨ng Sinh lùc)<enter>Phï Dung Th¹ch cÊp 8 trë lªn (lo¹i t¨ng Phßng thñ) 		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - §Şnh Quèc Xİch Quyªn NhuyÔn Ngoa	6	1	385	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng cÊp 7 trë lªn (lo¹i t¨ng Sinh lùc)<enter>MËt Ng©n Kho¸ng: cÊp 7 trë lªn (lo¹i t¨ng di chuyÓn) 		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - §Şnh Quèc Tö §»ng Hé uyÓn	6	1	386	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng cÊp 7 trë lªn (lo¹i t¨ng Sinh lùc)<enter>Phï Dung Th¹ch: cÊp 7 trë lªn (lo¹i lµm chËm ®èi ph­¬ng) 		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - §Şnh Quèc Ng©n Tµm Yªu ®¸i	6	1	387	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng cÊp 7 trë lªn (lo¹i t¨ng Sinh lùc)<enter>Phï Dung Th¹ch: cÊp 7 trë lªn (lo¹i gi¶m tróng ®éc) 		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - An Bang B¨ng Tinh Th¹ch H¹ng Liªn	6	1	388	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng tÊt c¶ kh¸ng tİnh) 		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - An Bang Cóc Hoa Th¹ch ChØ hoµn	6	1	389	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng cÊp 7 trë lªn (lo¹i t¨ng Néi lùc)<enter>Phï Dung Th¹ch cÊp 8 trë lªn (lo¹i t¨ng phßng B¨ng) 		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi	6	1	390	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng cÊp 7 trë lªn (lo¹i t¨ng Néi lùc)<enter>Phï Dung Th¹ch cÊp 8 trë lªn (lo¹i t¨ng phßng §éc) 		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
§å phæ Hoµng Kim - An Bang Kª HuyÕt Th¹ch Giíi ChØ 	6	1	391	\spr\item\script\item_huangjintupu.spr	38	1	1	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng cÊp 7 trë lªn (lo¹i t¨ng Néi lùc)<enter>Phï Dung Th¹ch: cÊp 8 trë lªn (lo¹i t¨ng phßng Háa) 		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
ThŞt t­¬i	6	1	392	\spr\item\questkey\taskobj106.spr	364	1	1	Cã thÓ mang ®Õn b¸n cho Vâ S­.		20	1	0	\script\item\collectmeat.lua	0	1	1	0	0
Xuyªn T©m LÖnh	6	1	393	\spr\item\songjin\token.spr	385	1	1	BÉy phæ c«ng. Chuyªn dïng cho Tèng Kim.		100	1	0	\script\item\battles\trap_token.lua	0	1	1	0	1
§éc Thİch lÖnh	6	1	394	\spr\item\songjin\token.spr	385	1	1	BÉy ®éc. Chuyªn dïng cho Tèng Kim.		100	1	0	\script\item\battles\trap_token.lua	0	1	1	0	1
Hµn B¨ng lÖnh	6	1	395	\spr\item\songjin\token.spr	385	1	1	BÉy B¨ng. Chuyªn dïng cho Tèng Kim.		100	1	0	\script\item\battles\trap_token.lua	0	1	1	0	1
§Şa Háa lÖnh	6	1	396	\spr\item\songjin\token.spr	385	1	1	BÉy Háa. Chuyªn dïng cho Tèng Kim.		100	1	0	\script\item\battles\trap_token.lua	0	1	1	0	1
L«i Kİch lÖnh	6	1	397	\spr\item\songjin\token.spr	385	1	1	BÉy L«i. Chuyªn dïng cho Tèng Kim.		100	1	0	\script\item\battles\trap_token.lua	0	1	1	0	1
ThÇn bİ kho¸ng th¹ch	6	1	398	\spr\item\christmas\perfect.spr	425	1	1	<color=yellow>Dïng ®Ó kh¶m n¹m vµ n©ng cÊp Trang bŞ HuyÒn Tinh hoÆc trang bŞ Hoµng Kim		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0
S¸t Thñ lÖnh	6	1	399	\spr\item\questkey\006.spr	336	1	1	PhÇn th­ëng cho nhiÖm vô giÕt Boss <enter>5 c¸i ®ång cÊp ®æi ®­îc 1 S¸t Thñ gi¶n.		100	1	0	\script\item\killer_token.lua	0	1	1	1	0
S¸t thñ gi¶n	6	1	400	\spr\item\questkey\taskobj033.spr	9	1	2	Mang ®Õn gÆp NiÕp Thİ TrÇn ®Ó nhËn nhiÖm vô ®Æc biÖt.		100	1	0	\script\item\killer_sword.lua	0	1	1	1	0
S­ ®å thiÕp	6	1	401	\spr\item\questkey\taskobj091.spr	38	1	1	Ng­êi ch¬i d­íi cÊp 80 dïng ®Ó nhËn s­ phô, trªn cÊp 80 dïng ®Ó nhËn ®Ö tö.		100	1	0	\script\item\card\card_shitu.lua	0	1	1	0	0
ThÇn bİ §¹i Hång Bao	6	1	402	\spr\item\obj_item_jixiang.spr	347	1	1	Bªn trong chøa 1 b¶o vËt ngÉu nhiªn.		100	1	0	\script\item\shenmi_hongbao.lua	0	1	1	0	0
MËt ®å n©ng cÊp HuyÒn Tinh	6	1	403	\spr\item\questkey\taskobj076.spr	368	2	1	Cã thÓ ®ång thêi n©ng cÊp cho 50 HuyÒn Tinh ®ång cÊp.		200000	1	1	\script\item\hecheng\ore.lua	0	1	1	0	0
MËt ®å n©ng cÊp lÔ VËt n¨m DËu	6	1	404	\spr\item\questkey\taskobj076.spr	368	2	1	Cã thÓ biÕn 20 lÔ vËt n¨m DËu bÊt kú thµnh 1 lÔ vËt thÇn bİ kh¸c.		500	1	1	\script\item\hecheng\gift.lua	0	1	1	0	0
MËt ®å trao ®æi kho¸ng th¹ch	6	1	405	\spr\item\questkey\taskobj076.spr	368	2	1	KÕt hîp víi 10 lÔ vËt n¨m DËu (cÊp 10, tiÒm chÊt thÇn bİ: 10000) ®Ó ®æi 1 Kho¸ng th¹ch thÇn bİ.		500	1	1	\script\item\hecheng\shenmi_ore.lua	0	1	1	0	0
MËt ®å chÕ t¹o kh«i qu¸n	6	1	406	\spr\item\questkey\taskobj076.spr	368	2	1	KÕt hîp víi 1 bé trang bŞ mµu xanh ®Ó chÕ t¹o 1 kh«i qu¸n.		500	1	1	/script/item/hecheng/shoushihecheng.lua	0	1	1	0	0
ThiÕu l©m ®¬n ®Êu LÖnh bµi	6	1	407	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "ThiÕu l©m ®¬n ®Êu".		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
Thiªn V­¬ng ®¬n ®Êu LÖnh bµi	6	1	408	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "Thiªn V­¬ng ®¬n ®Êu".		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
§­êng M«n ®¬n ®Êu LÖnh bµi	6	1	409	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "§­êng M«n ®¬n ®Êu".		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
Ngò §éc ®¬n ®Êu LÖnh bµi	6	1	410	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "Ngò §éc ®¬n ®Êu".		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
Nga Mi ®¬n ®Êu LÖnh bµi	6	1	411	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "Nga Mi ®¬n ®Êu".		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
Thóy Yªn ®¬n ®Êu LÖnh bµi	6	1	412	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "Thóy Yªn ®¬n ®Êu".		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
C¸i Bang ®¬n ®Êu LÖnh bµi	6	1	413	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "C¸i Bang ®¬n ®Êu".		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
Thiªn NhÉn ®¬n ®Êu LÖnh bµi	6	1	414	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "Thiªn NhÉn ®¬n ®Êu".		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
Vâ §ang ®¬n ®Êu LÖnh bµi	6	1	415	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "Vâ §ang ®¬n ®Êu".		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
C«n L«n ®¬n ®Êu LÖnh bµi	6	1	416	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "C«n L«n ®¬n ®Êu".		100	1	0	\script\item\biwu_single.lua	0	1	1	0	0
Vâ l©m Song ®Êu lÖnh bµi	6	1	417	\spr\item\songjin\rescript.spr	383	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "Vâ l©m Song ®Êu" 		100	1	0	\script\item\biwu_double.lua	0	1	1	0	0
Vâ l©m Ngò Hµnh lÖnh bµi	6	1	418	\spr\item\questkey\taskobj021.spr	41	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "Ngò hµnh ®Êu" 		100	1	0	\script\item\biwu_five.lua	0	1	1	0	0
Vâ l©m thËp ph¸i lÖnh bµi	6	1	419	\spr\item\questkey\taskobj023.spr	41	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "ThËp ph¸i ®Êu" 		100	1	0	\script\item\biwu_ten.lua	0	1	1	0	0
Vâ l©m thËp lôc lÖnh bµi 	6	1	420	\spr\item\questkey\taskobj126.spr	41	1	1	Mang ®Õn gÆp Vâ l©m Quan viªn ®Ó b¸o danh tham gia "ThËp lôc s¸t ®Êu" 		100	1	0	\script\item\biwu_sixteen.lua	0	1	1	0	0
Vâ l©m quan chóng lÖnh	6	1	421	\spr\item\questkey\card_all.spr	41	1	1	Sö dông cã thÓ vµo quan s¸t c¸c trËn ®Êu		100	1	0	\script\item\biwu_audience.lua	0	1	1	0	0
ThuyÒn Rång nhá 	6	1	422	\spr\item\questkey\dragonboat.spr	41	2	1	Mang ®i b¸o danh tham gia thi ®Êu thuyÒn rång hoÆc ®æi B¸nh ch­ng nh©n ®Ëu.		100	1	0	\script\item\dragonboat.lua	0	1	1	0	0
ThuyÒn Rång truyÒn thèng	6	1	423	\spr\item\questkey\dragonboat.spr	41	2	1	Mang ®i b¸o danh tham gia thi ®Êu thuyÒn rång hoÆc ®æi B¸nh ch­ng nh©n nÊm.		100	1	0	\script\item\dragonboat.lua	0	1	1	0	0
ThuyÒn Rång ®Çu ngùa	6	1	424	\spr\item\questkey\dragonboat.spr	41	2	1	Dïng ®æi lÊy B¸nh ch­ng nh©n trøng		100	1	0	\script\item\dragonboat.lua	0	1	1	0	0
ThuyÒn Rång ®Çu Phông	6	1	425	\spr\item\questkey\dragonboat.spr	41	2	1	Dïng ®Ó ®æi Tiªn d­îc hoÆc B¶o th¹ch		100	1	0	\script\item\dragonboat.lua	0	1	1	0	0
ThuyÒn Rång ®Çu thó 	6	1	426	\spr\item\questkey\dragonboat.spr	41	2	1	Dïng ®Ó ®èi kho¸ng th¹ch thÇn bİ 		100	1	0	\script\item\dragonboat.lua	0	1	1	0	0
ThuyÒn Rång to	6	1	427	\spr\item\questkey\dragonboat.spr	41	2	1	Dïng ®æi trang bŞ Hoµng Kim		100	1	0	\script\item\dragonboat.lua	0	1	1	0	0
Long §Çu	6	1	428	\spr\item\questkey\dragonhead.spr	428	1	1	Mét bé phÇn cña thuyÒn Rång <enter>NhÊn chuét ph¶i xem chi tiÕt		100	1	0	\script\item\dragonboatstuff.lua	0	1	1	0	0
Th©n Rång	6	1	429	\spr\item\questkey\dragonbody.spr	428	1	1	Mét bé phÇn cña thuyÒn Rång <enter>NhÊn chuét ph¶i xem chi tiÕt		100	1	0	\script\item\dragonboatstuff.lua	0	1	1	0	0
X­¬ng Rång	6	1	430	\spr\item\questkey\keel.spr	428	1	1	Mét bé phÇn cña thuyÒn Rång <enter>NhÊn chuét ph¶i xem chi tiÕt		100	1	0	\script\item\dragonboatstuff.lua	0	1	1	0	0
§u«i Rång	6	1	431	\spr\item\questkey\dragontail.spr	428	1	1	Mét bé phÇn cña thuyÒn Rång <enter>NhÊn chuét ph¶i xem chi tiÕt		100	1	0	\script\item\dragonboatstuff.lua	0	1	1	0	0
M¸i chÌo	6	1	432	\spr\item\questkey\oar.spr	428	1	1	Mét bé phÇn cña thuyÒn Rång <enter>NhÊn chuét ph¶i xem chi tiÕt		100	1	0	\script\item\dragonboatstuff.lua	0	1	1	0	0
B¸nh l¸i	6	1	433	\spr\item\questkey\helm.spr	428	1	1	Mét bé phÇn cña thuyÒn Rång <enter>NhÊn chuét ph¶i xem chi tiÕt		100	1	0	\script\item\dragonboatstuff.lua	0	1	1	0	0
Trèng	6	1	434	\spr\item\songjin\wardrum.spr	428	1	1	VËt kh«ng thÓ thiÕu trong c¸c cuéc so tµi <enter>NhÊn chuét ph¶i xem chi tiÕt		100	1	0	\script\item\dragonboatstuff.lua	0	1	1	0	0
B¸nh ch­ng nh©n ®Ëu	6	1	435	\spr\item\questkey\taskobj404.spr	366	1	1	T¨ng 1 v¹n hoÆc 2 v¹n hoÆc 5 v¹n ®iÓm kinh nghiÖm <enter>mçi giê chØ ®­îc ¨n 1 c¸i, ChØ cã thÓ ¨n 20 triÖu ®iÓm <enter>sau khi t¨ng cÊp ®iÓm d­ sÏ bŞ mÊt		100	1	0	\script\item\dousha.lua	0	1	1	0	0
B¸nh ch­ng nÊm h­¬ng	6	1	436	\spr\item\questkey\taskobj404.spr	366	1	1	T¨ng 5 v¹n hoÆc 10 v¹n hoÆc 25 v¹n ®iÓm kinh nghiÖm <enter>mçi giê chØ ®­îc ¨n 1 c¸i, ChØ cã thÓ ¨n 20 triÖu ®iÓm <enter>sau khi t¨ng cÊp ®iÓm d­ sÏ bŞ mÊt		100	1	0	\script\item\xianggu.lua	0	1	1	0	0
B¸nh ch­ng trøng	6	1	437	\spr\item\questkey\taskobj404.spr	366	1	1	T¨ng 15 v¹n hoÆc 30 v¹n hoÆc 75 v¹n ®iÓm kinh nghiÖm <enter>mçi giê chØ ®­îc ¨n 1 c¸i, ChØ cã thÓ ¨n 20 triÖu ®iÓm <enter>sau khi t¨ng cÊp ®iÓm d­ sÏ bŞ mÊt		100	1	0	\script\item\yolk.lua	0	1	1	0	0
Thæ ®Şa phï (sö dông v« h¹n) 	6	1	438	\spr\item\special\Obj_TownPortal.spr	38	1	1	LËp tøc trë l¹i n¬i võa ®Õn tr­íc ®ã (Sö dông v« h¹n) 		100	1	0	/script/item/townportal_ever.lua	0	1	1	0	1
T©m T©m T­¬ng ¸nh Phï (sö dông v« h¹n) 	6	1	439	\spr\item\obj_item_heart.spr	346	1	1	Sö dông sÏ lËp tøc ®Õn bªn c¹nh ng­êi th­¬ng. (Sö dông v« h¹n) 		100	1	0	/script/item/heartforever.lua	0	1	1	0	1
M¶nh S¬n Hµ X· T¾c (100) 	6	1	440	\spr\item\questkey\obj_item_shanhe.spr	351	1	1	NhÊn chuét ph¶i sÏ nhËn ®­îc thªm 100 tÊm 		100	1	0	/script/item/shanhe-canpian.lua	0	1	1	0	0
S­ ®å thiÕp hoµng kim	6	1	441	\spr\item\questkey\taskobj091.spr	38	1	1	Ng­êi d­íi cÊp 80 dïng ®Ó nhËn S­ phô. Ng­êi trªn cÊp 80 dïng ®Ó nhËn ®Ö tö <enter><color=yellow>Cã ®ñ c¸c tİnh n¨ng gièng nh­ S­ ®å thiÕp th­êng<color> <enter> ®å ®Ö sÏ nhËn ®­îc nhiÒu ®iÓm kinh nghiÖm tõ S­ phô 		100	1	0	\script\item\card\card_shitu.lua	0	1	1	0	0
Vâ L©m tû thİ quan chóng lÖnh	6	1	442	\spr\item\questkey\obj_item_lection.spr	341	1	1	Cã thÓ biÕt ®­îc tÊt c¶ c¸c th«ng tin vÒ nh÷ng cuéc thi ®Êu.		100	1	0	\script\missions\finalmatch\npc\card_help.lua	0	1	1	0	0
